"time","wallTime","wc2.P.R[cG][cG](1) [m]","wc2.P.R[cG][cG](2) [m]","wc2.P.R[cG][cG](3) [m]","wc2.P.phi[cG](1) [rad]","wc2.P.phi[cG](2) [rad]","wc2.P.phi[cG](3) [rad]","wc2.P.A(1,1) [-]","wc2.P.A(1,2) [-]","wc2.P.A(1,3) [-]","wc2.P.A(2,1) [-]","wc2.P.A(2,2) [-]","wc2.P.A(2,3) [-]","wc2.P.A(3,1) [-]","wc2.P.A(3,2) [-]","wc2.P.A(3,3) [-]","wc2.P.vR[cG][cG,cG](1) [m/s]","wc2.P.vR[cG][cG,cG](2) [m/s]","wc2.P.vR[cG][cG,cG](3) [m/s]","wc2.P.Omega[cG][cG](1) [rad/s]","wc2.P.Omega[cG][cG](2) [rad/s]","wc2.P.Omega[cG][cG](3) [rad/s]","wc2.P.F_tie[cG](1) [N]","wc2.P.F_tie[cG](2) [N]","wc2.P.F_tie[cG](3) [N]","wc2.P.M_tie[cG][cG](1) [Nm]","wc2.P.M_tie[cG][cG](2) [Nm]","wc2.P.M_tie[cG][cG](3) [Nm]","wc1.P.R[cG][cG](1) [m]","wc1.P.R[cG][cG](2) [m]","wc1.P.R[cG][cG](3) [m]","wc1.P.phi[cG](1) [rad]","wc1.P.phi[cG](2) [rad]","wc1.P.phi[cG](3) [rad]","wc1.P.A(1,1) [-]","wc1.P.A(1,2) [-]","wc1.P.A(1,3) [-]","wc1.P.A(2,1) [-]","wc1.P.A(2,2) [-]","wc1.P.A(2,3) [-]","wc1.P.A(3,1) [-]","wc1.P.A(3,2) [-]","wc1.P.A(3,3) [-]","wc1.P.vR[cG][cG,cG](1) [m/s]","wc1.P.vR[cG][cG,cG](2) [m/s]","wc1.P.vR[cG][cG,cG](3) [m/s]","wc1.P.Omega[cG][cG](1) [rad/s]","wc1.P.Omega[cG][cG](2) [rad/s]","wc1.P.Omega[cG][cG](3) [rad/s]","wc1.P.F_tie[cG](1) [N]","wc1.P.F_tie[cG](2) [N]","wc1.P.F_tie[cG](3) [N]","wc1.P.M_tie[cG][cG](1) [Nm]","wc1.P.M_tie[cG][cG](2) [Nm]","wc1.P.M_tie[cG][cG](3) [Nm]"
0.07578,3.71986,0.499874,0,0.0112237,0,-0.0224543,0,0.999748,0,0.0224525,0,1,0,-0.0224525,0,0.999748,-0.00667306,0,0.297209,0,-0.594564,0,14.268,0,7.45853,0,3.29229,0,0.499874,0,0.0112239,0,1.54835,0,0.0224478,0,-0.999748,0,1,0,0.999748,0,0.0224478,-0.00667336,-0,0.297209,0,-0.594568,0,-13.883,0,-13.2213,0,-3.1769,0
0.07588,3.72219,0.499873,0,0.0112535,0,-0.0225138,0,0.999747,0,0.0225119,0,1,0,-0.0225119,0,0.999747,-0.0066997,0,0.297607,0,-0.59536,0,14.2664,0,7.45823,0,3.29199,0,0.499873,0,0.0112536,0,1.54829,0,0.0225072,0,-0.999747,0,1,0,0.999747,0,0.0225072,-0.0067,-0,0.297607,0,-0.595364,0,-13.8804,0,-13.2213,0,-3.17658,0
0.07598,3.72464,0.499872,0,0.0112833,0,-0.0225734,0,0.999745,0,0.0225715,0,1,0,-0.0225715,0,0.999745,-0.00672641,0,0.298004,0,-0.596155,0,14.2648,0,7.45793,0,3.29167,0,0.499873,0,0.0112834,0,1.54823,0,0.0225668,0,-0.999745,0,1,0,0.999745,0,0.0225668,-0.00672671,-0,0.298004,0,-0.59616,0,-13.8778,0,-13.2213,0,-3.17627,0
0.07608,3.72695,0.499872,0,0.0113131,0,-0.0226331,0,0.999744,0,0.0226311,0,1,0,-0.0226311,0,0.999744,-0.00675319,0,0.298402,0,-0.596951,0,14.2632,0,7.45763,0,3.29136,0,0.499872,0,0.0113132,0,1.54817,0,0.0226264,0,-0.999744,0,1,0,0.999744,0,0.0226264,-0.0067535,-0,0.298402,0,-0.596956,0,-13.8751,0,-13.2213,0,-3.17595,0
0.07618,3.72928,0.499871,0,0.0113429,0,-0.0226928,0,0.999743,0,0.0226909,0,1,0,-0.0226909,0,0.999743,-0.00678004,0,0.298799,0,-0.597747,0,14.2616,0,7.45732,0,3.29104,0,0.499871,0,0.0113431,0,1.54811,0,0.0226862,0,-0.999743,0,1,0,0.999743,0,0.0226862,-0.00678035,-0,0.298799,0,-0.597752,0,-13.8724,0,-13.2212,0,-3.17562,0
0.07628,3.73166,0.49987,0,0.0113728,0,-0.0227526,0,0.999741,0,0.0227506,0,1,0,-0.0227506,0,0.999741,-0.00680696,0,0.299197,0,-0.598543,0,14.26,0,7.45702,0,3.29072,0,0.499871,0,0.011373,0,1.54805,0,0.022746,0,-0.999741,0,1,0,0.999741,0,0.022746,-0.00680728,-0,0.299197,0,-0.598548,0,-13.8698,0,-13.2212,0,-3.1753,0
0.07638,3.734,0.49987,0,0.0114028,0,-0.0228125,0,0.99974,0,0.0228105,0,1,0,-0.0228105,0,0.99974,-0.00683396,0,0.299594,0,-0.59934,0,14.2583,0,7.45671,0,3.2904,0,0.49987,0,0.0114029,0,1.54799,0,0.0228058,0,-0.99974,0,1,0,0.99974,0,0.0228058,-0.00683427,-0,0.299594,0,-0.599344,0,-13.8671,0,-13.2212,0,-3.17497,0
0.07648,3.73646,0.499869,0,0.0114327,0,-0.0228725,0,0.999738,0,0.0228705,0,1,0,-0.0228705,0,0.999738,-0.00686103,0,0.299992,0,-0.600136,0,14.2567,0,7.4564,0,3.29008,0,0.499869,0,0.0114329,0,1.54793,0,0.0228658,0,-0.999739,0,1,0,0.999739,0,0.0228658,-0.00686134,-0,0.299992,0,-0.60014,0,-13.8644,0,-13.2212,0,-3.17464,0
0.07658,3.73878,0.499868,0,0.0114628,0,-0.0229325,0,0.999737,0,0.0229305,0,1,0,-0.0229305,0,0.999737,-0.00688817,0,0.300389,0,-0.600932,0,14.255,0,7.45609,0,3.28976,0,0.499869,0,0.0114629,0,1.54787,0,0.0229258,0,-0.999737,0,1,0,0.999737,0,0.0229258,-0.00688849,-0,0.300389,0,-0.600937,0,-13.8617,0,-13.2211,0,-3.17431,0
0.07668,3.74119,0.499868,0,0.0114928,0,-0.0229927,0,0.999736,0,0.0229906,0,1,0,-0.0229906,0,0.999736,-0.00691539,0,0.300787,0,-0.601728,0,14.2534,0,7.45578,0,3.28944,0,0.499868,0,0.011493,0,1.54781,0,0.0229859,0,-0.999736,0,1,0,0.999736,0,0.0229859,-0.0069157,-0,0.300787,0,-0.601733,0,-13.859,0,-13.2211,0,-3.17399,0
0.07678,3.74359,0.499867,0,0.0115229,0,-0.0230529,0,0.999734,0,0.0230508,0,1,0,-0.0230508,0,0.999734,-0.00694267,0,0.301185,0,-0.602525,0,14.2518,0,7.45547,0,3.28913,0,0.499867,0,0.0115231,0,1.54775,0,0.0230461,0,-0.999734,0,1,0,0.999734,0,0.0230461,-0.00694299,-0,0.301185,0,-0.602529,0,-13.8563,0,-13.2211,0,-3.17366,0
0.07688,3.74597,0.499866,0,0.0115531,0,-0.0231132,0,0.999733,0,0.0231111,0,1,0,-0.0231111,0,0.999733,-0.00697003,0,0.301582,0,-0.603321,0,14.2501,0,7.45517,0,3.28881,0,0.499867,0,0.0115532,0,1.54769,0,0.0231064,0,-0.999733,0,1,0,0.999733,0,0.0231064,-0.00697035,-0,0.301582,0,-0.603326,0,-13.8536,0,-13.2211,0,-3.17334,0
0.07698,3.74838,0.499866,0,0.0115832,0,-0.0231735,0,0.999732,0,0.0231715,0,1,0,-0.0231715,0,0.999732,-0.00699747,0,0.30198,0,-0.604117,0,14.2485,0,7.45486,0,3.2885,0,0.499866,0,0.0115834,0,1.54763,0,0.0231668,0,-0.999732,0,1,0,0.999732,0,0.0231668,-0.00699778,-0,0.30198,0,-0.604122,0,-13.851,0,-13.221,0,-3.17302,0
0.07708,3.75089,0.499865,0,0.0116135,0,-0.023234,0,0.99973,0,0.0232319,0,1,0,-0.0232319,0,0.99973,-0.00702497,0,0.302378,0,-0.604914,0,14.2469,0,7.45456,0,3.28819,0,0.499865,0,0.0116136,0,1.54757,0,0.0232272,0,-0.99973,0,1,0,0.99973,0,0.0232272,-0.00702528,-0,0.302378,0,-0.604918,0,-13.8483,0,-13.221,0,-3.1727,0
0.07718,3.75316,0.499864,0,0.0116437,0,-0.0232945,0,0.999729,0,0.0232924,0,1,0,-0.0232924,0,0.999729,-0.00705255,0,0.302775,0,-0.60571,0,14.2453,0,7.45427,0,3.28788,0,0.499864,0,0.0116439,0,1.54751,0,0.0232877,0,-0.999729,0,1,0,0.999729,0,0.0232877,-0.00705286,-0,0.302775,0,-0.605715,0,-13.8456,0,-13.221,0,-3.17238,0
0.07728,3.75552,0.499864,0,0.011674,0,-0.0233551,0,0.999727,0,0.023353,0,1,0,-0.023353,0,0.999727,-0.0070802,0,0.303173,0,-0.606507,0,14.2437,0,7.45397,0,3.28757,0,0.499864,0,0.0116742,0,1.54745,0,0.0233483,0,-0.999727,0,1,0,0.999727,0,0.0233483,-0.00708051,-0,0.303173,0,-0.606511,0,-13.843,0,-13.221,0,-3.17207,0
0.07738,3.75786,0.499863,0,0.0117043,0,-0.0234158,0,0.999726,0,0.0234137,0,1,0,-0.0234137,0,0.999726,-0.00710792,0,0.303571,0,-0.607304,0,14.2421,0,7.45368,0,3.28727,0,0.499863,0,0.0117045,0,1.54739,0,0.023409,0,-0.999726,0,1,0,0.999726,0,0.023409,-0.00710823,-0,0.303571,0,-0.607308,0,-13.8403,0,-13.221,0,-3.17176,0
0.07748,3.76029,0.499862,0,0.0117347,0,-0.0234766,0,0.999724,0,0.0234744,0,1,0,-0.0234744,0,0.999724,-0.00713572,0,0.303969,0,-0.6081,0,14.2405,0,7.4534,0,3.28697,0,0.499862,0,0.0117349,0,1.54732,0,0.0234697,0,-0.999725,0,1,0,0.999725,0,0.0234697,-0.00713603,-0,0.303969,0,-0.608105,0,-13.8377,0,-13.221,0,-3.17146,0
0.07758,3.76284,0.499861,0,0.0117651,0,-0.0235374,0,0.999723,0,0.0235352,0,1,0,-0.0235352,0,0.999723,-0.00716359,0,0.304366,0,-0.608897,0,14.2389,0,7.45311,0,3.28667,0,0.499862,0,0.0117653,0,1.54726,0,0.0235306,0,-0.999723,0,1,0,0.999723,0,0.0235306,-0.0071639,-0,0.304366,0,-0.608901,0,-13.835,0,-13.221,0,-3.17115,0
0.07768,3.76506,0.499861,0,0.0117956,0,-0.0235983,0,0.999722,0,0.0235962,0,1,0,-0.0235962,0,0.999722,-0.00719153,0,0.304764,0,-0.609694,0,14.2374,0,7.45282,0,3.28637,0,0.499861,0,0.0117957,0,1.5472,0,0.0235915,0,-0.999722,0,1,0,0.999722,0,0.0235915,-0.00719184,-0,0.304764,0,-0.609698,0,-13.8324,0,-13.2211,0,-3.17085,0
0.07778,3.76749,0.49986,0,0.0118261,0,-0.0236594,0,0.99972,0,0.0236571,0,1,0,-0.0236571,0,0.99972,-0.00721955,0,0.305162,0,-0.61049,0,14.2358,0,7.45254,0,3.28607,0,0.49986,0,0.0118262,0,1.54714,0,0.0236525,0,-0.99972,0,1,0,0.99972,0,0.0236525,-0.00721985,-0,0.305162,0,-0.610495,0,-13.8298,0,-13.2211,0,-3.17054,0
0.07788,3.76982,0.499859,0,0.0118566,0,-0.0237204,0,0.999719,0,0.0237182,0,1,0,-0.0237182,0,0.999719,-0.00724764,0,0.30556,0,-0.611287,0,14.2342,0,7.45225,0,3.28578,0,0.499859,0,0.0118568,0,1.54708,0,0.0237135,0,-0.999719,0,1,0,0.999719,0,0.0237135,-0.00724794,-0,0.30556,0,-0.611292,0,-13.8271,0,-13.2211,0,-3.17024,0
0.07798,3.77227,0.499858,0,0.0118872,0,-0.0237816,0,0.999717,0,0.0237794,0,1,0,-0.0237794,0,0.999717,-0.0072758,0,0.305958,0,-0.612084,0,14.2326,0,7.45197,0,3.28548,0,0.499859,0,0.0118873,0,1.54702,0,0.0237747,0,-0.999717,0,1,0,0.999717,0,0.0237747,-0.00727611,-0,0.305958,0,-0.612089,0,-13.8245,0,-13.2211,0,-3.16994,0
0.07808,3.77474,0.499858,0,0.0119178,0,-0.0238429,0,0.999716,0,0.0238406,0,1,0,-0.0238406,0,0.999716,-0.00730404,0,0.306356,0,-0.612881,0,14.231,0,7.45168,0,3.28518,0,0.499858,0,0.011918,0,1.54696,0,0.0238359,0,-0.999716,0,1,0,0.999716,0,0.0238359,-0.00730434,-0,0.306356,0,-0.612885,0,-13.8218,0,-13.2211,0,-3.16963,0
0.07818,3.777,0.499857,0,0.0119485,0,-0.0239042,0,0.999714,0,0.0239019,0,1,0,-0.0239019,0,0.999714,-0.00733235,0,0.306754,0,-0.613678,0,14.2295,0,7.45139,0,3.28488,0,0.499857,0,0.0119486,0,1.5469,0,0.0238972,0,-0.999714,0,1,0,0.999714,0,0.0238972,-0.00733265,-0,0.306754,0,-0.613682,0,-13.8192,0,-13.2212,0,-3.16933,0
0.07828,3.77943,0.499856,0,0.0119792,0,-0.0239656,0,0.999713,0,0.0239633,0,1,0,-0.0239633,0,0.999713,-0.00736073,0,0.307152,0,-0.614475,0,14.2279,0,7.4511,0,3.28458,0,0.499856,0,0.0119793,0,1.54684,0,0.0239586,0,-0.999713,0,1,0,0.999713,0,0.0239586,-0.00736104,-0,0.307152,0,-0.614479,0,-13.8165,0,-13.2212,0,-3.16902,0
0.07838,3.78173,0.499856,0,0.0120099,0,-0.0240271,0,0.999711,0,0.0240248,0,1,0,-0.0240248,0,0.999711,-0.00738919,0,0.307549,0,-0.615272,0,14.2263,0,7.4508,0,3.28428,0,0.499856,0,0.01201,0,1.54677,0,0.0240201,0,-0.999711,0,1,0,0.999711,0,0.0240201,-0.0073895,-0,0.307549,0,-0.615276,0,-13.8138,0,-13.2212,0,-3.16871,0
0.07848,3.7841,0.499855,0,0.0120407,0,-0.0240886,0,0.99971,0,0.0240863,0,1,0,-0.0240863,0,0.99971,-0.00741772,0,0.307947,0,-0.616069,0,14.2246,0,7.45051,0,3.28397,0,0.499855,0,0.0120408,0,1.54671,0,0.0240816,0,-0.99971,0,1,0,0.99971,0,0.0240816,-0.00741803,-0,0.307947,0,-0.616074,0,-13.8111,0,-13.2212,0,-3.16839,0
0.07858,3.78656,0.499854,0,0.0120715,0,-0.0241503,0,0.999708,0,0.0241479,0,1,0,-0.0241479,0,0.999708,-0.00744632,0,0.308345,0,-0.616866,0,14.223,0,7.4502,0,3.28366,0,0.499854,0,0.0120716,0,1.54665,0,0.0241433,0,-0.999709,0,1,0,0.999709,0,0.0241433,-0.00744663,-0,0.308345,0,-0.616871,0,-13.8084,0,-13.2212,0,-3.16808,0
0.07868,3.78886,0.499853,0,0.0121023,0,-0.024212,0,0.999707,0,0.0242096,0,1,0,-0.0242096,0,0.999707,-0.007475,0,0.308744,0,-0.617663,0,14.2214,0,7.4499,0,3.28335,0,0.499854,0,0.0121025,0,1.54659,0,0.024205,0,-0.999707,0,1,0,0.999707,0,0.024205,-0.00747532,-0,0.308743,0,-0.617668,0,-13.8057,0,-13.2212,0,-3.16776,0
0.07878,3.79121,0.499853,0,0.0121332,0,-0.0242738,0,0.999705,0,0.0242714,0,1,0,-0.0242714,0,0.999705,-0.00750375,0,0.309142,0,-0.618461,0,14.2197,0,7.44959,0,3.28303,0,0.499853,0,0.0121334,0,1.54653,0,0.0242668,0,-0.999706,0,1,0,0.999706,0,0.0242668,-0.00750407,-0,0.309142,0,-0.618465,0,-13.803,0,-13.2212,0,-3.16743,0
0.07888,3.79361,0.499852,0,0.0121642,0,-0.0243357,0,0.999704,0,0.0243333,0,1,0,-0.0243333,0,0.999704,-0.00753258,0,0.30954,0,-0.619258,0,14.2181,0,7.44928,0,3.28271,0,0.499852,0,0.0121643,0,1.54647,0,0.0243286,0,-0.999704,0,1,0,0.999704,0,0.0243286,-0.0075329,-0,0.30954,0,-0.619262,0,-13.8003,0,-13.2211,0,-3.16711,0
0.07898,3.79597,0.499851,0,0.0121951,0,-0.0243977,0,0.999702,0,0.0243952,0,1,0,-0.0243952,0,0.999702,-0.00756148,0,0.309938,0,-0.620055,0,14.2164,0,7.44896,0,3.28239,0,0.499851,0,0.0121953,0,1.5464,0,0.0243906,0,-0.999703,0,1,0,0.999703,0,0.0243906,-0.0075618,-0,0.309938,0,-0.62006,0,-13.7975,0,-13.2211,0,-3.16678,0
0.07908,3.79833,0.49985,0,0.0122261,0,-0.0244597,0,0.999701,0,0.0244573,0,1,0,-0.0244573,0,0.999701,-0.00759046,0,0.310336,0,-0.620852,0,14.2148,0,7.44865,0,3.28207,0,0.49985,0,0.0122263,0,1.54634,0,0.0244526,0,-0.999701,0,1,0,0.999701,0,0.0244526,-0.00759078,-0,0.310336,0,-0.620857,0,-13.7948,0,-13.2211,0,-3.16645,0
0.07918,3.80064,0.49985,0,0.0122572,0,-0.0245218,0,0.999699,0,0.0245194,0,1,0,-0.0245194,0,0.999699,-0.00761951,0,0.310734,0,-0.62165,0,14.2131,0,7.44833,0,3.28174,0,0.49985,0,0.0122573,0,1.54628,0,0.0245147,0,-0.999699,0,1,0,0.999699,0,0.0245147,-0.00761984,-0,0.310734,0,-0.621655,0,-13.792,0,-13.2211,0,-3.16612,0
0.07928,3.80298,0.499849,0,0.0122883,0,-0.024584,0,0.999698,0,0.0245816,0,1,0,-0.0245816,0,0.999698,-0.00764864,0,0.311132,0,-0.622447,0,14.2114,0,7.44801,0,3.28141,0,0.499849,0,0.0122884,0,1.54622,0,0.0245769,0,-0.999698,0,1,0,0.999698,0,0.0245769,-0.00764896,-0,0.311132,0,-0.622452,0,-13.7893,0,-13.221,0,-3.16578,0
0.07938,3.80527,0.499848,0,0.0123194,0,-0.0246463,0,0.999696,0,0.0246438,0,1,0,-0.0246438,0,0.999696,-0.00767785,0,0.31153,0,-0.623245,0,14.2097,0,7.44768,0,3.28109,0,0.499848,0,0.0123196,0,1.54615,0,0.0246391,0,-0.999696,0,1,0,0.999696,0,0.0246391,-0.00767817,-0,0.31153,0,-0.62325,0,-13.7865,0,-13.221,0,-3.16545,0
0.07948,3.80759,0.499847,0,0.0123506,0,-0.0247087,0,0.999695,0,0.0247062,0,1,0,-0.0247062,0,0.999695,-0.00770712,0,0.311928,0,-0.624042,0,14.208,0,7.44736,0,3.28076,0,0.499847,0,0.0123507,0,1.54609,0,0.0247015,0,-0.999695,0,1,0,0.999695,0,0.0247015,-0.00770745,-0,0.311928,0,-0.624047,0,-13.7837,0,-13.221,0,-3.16511,0
0.07958,3.80993,0.499846,0,0.0123818,0,-0.0247711,0,0.999693,0,0.0247686,0,1,0,-0.0247686,0,0.999693,-0.00773648,0,0.312327,0,-0.62484,0,14.2063,0,7.44704,0,3.28043,0,0.499847,0,0.012382,0,1.54603,0,0.0247639,0,-0.999693,0,1,0,0.999693,0,0.0247639,-0.0077368,-0,0.312327,0,-0.624845,0,-13.7809,0,-13.2209,0,-3.16478,0
0.07968,3.81226,0.499846,0,0.0124131,0,-0.0248336,0,0.999692,0,0.0248311,0,1,0,-0.0248311,0,0.999692,-0.00776591,0,0.312725,0,-0.625638,0,14.2047,0,7.44672,0,3.2801,0,0.499846,0,0.0124132,0,1.54597,0,0.0248264,0,-0.999692,0,1,0,0.999692,0,0.0248264,-0.00776623,-0,0.312725,0,-0.625642,0,-13.7782,0,-13.2209,0,-3.16444,0
0.07978,3.81462,0.499845,0,0.0124443,0,-0.0248962,0,0.99969,0,0.0248937,0,1,0,-0.0248937,0,0.99969,-0.00779541,0,0.313123,0,-0.626435,0,14.203,0,7.4464,0,3.27978,0,0.499845,0,0.0124445,0,1.5459,0,0.024889,0,-0.99969,0,1,0,0.99969,0,0.024889,-0.00779573,-0,0.313123,0,-0.62644,0,-13.7754,0,-13.2209,0,-3.16411,0
0.07988,3.81694,0.499844,0,0.0124757,0,-0.0249589,0,0.999689,0,0.0249563,0,1,0,-0.0249563,0,0.999689,-0.00782499,0,0.313521,0,-0.627233,0,14.2013,0,7.44608,0,3.27945,0,0.499844,0,0.0124758,0,1.54584,0,0.0249517,0,-0.999689,0,1,0,0.999689,0,0.0249517,-0.00782531,-0,0.313521,0,-0.627238,0,-13.7726,0,-13.2209,0,-3.16378,0
0.07998,3.81926,0.499843,0,0.0125071,0,-0.0250217,0,0.999687,0,0.0250191,0,1,0,-0.0250191,0,0.999687,-0.00785465,0,0.31392,0,-0.628031,0,14.1996,0,7.44576,0,3.27913,0,0.499844,0,0.0125072,0,1.54578,0,0.0250144,0,-0.999687,0,1,0,0.999687,0,0.0250144,-0.00785497,-0,0.31392,0,-0.628036,0,-13.7698,0,-13.2208,0,-3.16345,0
0.08008,3.82158,0.499843,0,0.0125385,0,-0.0250845,0,0.999685,0,0.0250819,0,1,0,-0.0250819,0,0.999685,-0.00788438,0,0.314318,0,-0.628829,0,14.1979,0,7.44545,0,3.27881,0,0.499843,0,0.0125386,0,1.54572,0,0.0250772,0,-0.999686,0,1,0,0.999686,0,0.0250772,-0.0078847,-0,0.314318,0,-0.628834,0,-13.7671,0,-13.2208,0,-3.16312,0
0.08018,3.82394,0.499842,0,0.0125699,0,-0.0251474,0,0.999684,0,0.0251448,0,1,0,-0.0251448,0,0.999684,-0.00791418,0,0.314716,0,-0.629627,0,14.1963,0,7.44513,0,3.27849,0,0.499842,0,0.0125701,0,1.54565,0,0.0251401,0,-0.999684,0,1,0,0.999684,0,0.0251401,-0.00791451,-0,0.314716,0,-0.629631,0,-13.7643,0,-13.2208,0,-3.16279,0
0.08028,3.82628,0.499841,0,0.0126014,0,-0.0252104,0,0.999682,0,0.0252078,0,1,0,-0.0252078,0,0.999682,-0.00794407,0,0.315115,0,-0.630425,0,14.1946,0,7.44482,0,3.27817,0,0.499841,0,0.0126016,0,1.54559,0,0.0252031,0,-0.999682,0,1,0,0.999682,0,0.0252031,-0.00794439,-0,0.315115,0,-0.630429,0,-13.7615,0,-13.2208,0,-3.16247,0
0.08038,3.82864,0.49984,0,0.0126329,0,-0.0252735,0,0.999681,0,0.0252708,0,1,0,-0.0252708,0,0.999681,-0.00797403,0,0.315513,0,-0.631223,0,14.193,0,7.44451,0,3.27785,0,0.49984,0,0.0126331,0,1.54553,0,0.0252662,0,-0.999681,0,1,0,0.999681,0,0.0252662,-0.00797435,-0,0.315513,0,-0.631227,0,-13.7588,0,-13.2208,0,-3.16214,0
0.08048,3.83098,0.499839,0,0.0126645,0,-0.0253367,0,0.999679,0,0.025334,0,1,0,-0.025334,0,0.999679,-0.00800406,0,0.315911,0,-0.632021,0,14.1913,0,7.4442,0,3.27754,0,0.49984,0,0.0126647,0,1.54546,0,0.0253293,0,-0.999679,0,1,0,0.999679,0,0.0253293,-0.00800438,-0,0.315911,0,-0.632025,0,-13.756,0,-13.2208,0,-3.16182,0
0.08058,3.83331,0.499839,0,0.0126961,0,-0.0253999,0,0.999677,0,0.0253972,0,1,0,-0.0253972,0,0.999677,-0.00803417,0,0.31631,0,-0.632819,0,14.1896,0,7.44389,0,3.27722,0,0.499839,0,0.0126963,0,1.5454,0,0.0253925,0,-0.999678,0,1,0,0.999678,0,0.0253925,-0.00803449,-0,0.31631,0,-0.632824,0,-13.7532,0,-13.2208,0,-3.1615,0
0.08068,3.83566,0.499838,0,0.0127278,0,-0.0254632,0,0.999676,0,0.0254605,0,1,0,-0.0254605,0,0.999676,-0.00806436,0,0.316708,0,-0.633617,0,14.188,0,7.44358,0,3.27691,0,0.499838,0,0.0127279,0,1.54534,0,0.0254558,0,-0.999676,0,1,0,0.999676,0,0.0254558,-0.00806468,-0,0.316708,0,-0.633622,0,-13.7505,0,-13.2208,0,-3.16118,0
0.08078,3.83803,0.499837,0,0.0127595,0,-0.0255266,0,0.999674,0,0.0255239,0,1,0,-0.0255239,0,0.999674,-0.00809463,0,0.317107,0,-0.634415,0,14.1863,0,7.44327,0,3.27659,0,0.499837,0,0.0127596,0,1.54527,0,0.0255192,0,-0.999674,0,1,0,0.999674,0,0.0255192,-0.00809495,-0,0.317107,0,-0.63442,0,-13.7477,0,-13.2208,0,-3.16086,0
0.08088,3.84033,0.499836,0,0.0127912,0,-0.0255901,0,0.999673,0,0.0255873,0,1,0,-0.0255873,0,0.999673,-0.00812497,0,0.317505,0,-0.635214,0,14.1847,0,7.44296,0,3.27628,0,0.499836,0,0.0127913,0,1.54521,0,0.0255827,0,-0.999673,0,1,0,0.999673,0,0.0255827,-0.00812529,-0,0.317505,0,-0.635218,0,-13.745,0,-13.2208,0,-3.16053,0
0.08098,3.8427,0.499835,0,0.012823,0,-0.0256537,0,0.999671,0,0.0256509,0,1,0,-0.0256509,0,0.999671,-0.00815538,0,0.317904,0,-0.636012,0,14.183,0,7.44265,0,3.27596,0,0.499836,0,0.0128231,0,1.54515,0,0.0256462,0,-0.999671,0,1,0,0.999671,0,0.0256462,-0.0081557,-0,0.317904,0,-0.636016,0,-13.7422,0,-13.2208,0,-3.16021,0
0.08108,3.845,0.499835,0,0.0128548,0,-0.0257173,0,0.999669,0,0.0257145,0,1,0,-0.0257145,0,0.999669,-0.00818588,0,0.318302,0,-0.63681,0,14.1814,0,7.44234,0,3.27565,0,0.499835,0,0.0128549,0,1.54508,0,0.0257098,0,-0.999669,0,1,0,0.999669,0,0.0257098,-0.0081862,-0,0.318302,0,-0.636815,0,-13.7394,0,-13.2208,0,-3.15989,0
0.08118,3.84733,0.499834,0,0.0128866,0,-0.025781,0,0.999668,0,0.0257782,0,1,0,-0.0257782,0,0.999668,-0.00821645,0,0.318701,0,-0.637609,0,14.1797,0,7.44203,0,3.27533,0,0.499834,0,0.0128868,0,1.54502,0,0.0257735,0,-0.999668,0,1,0,0.999668,0,0.0257735,-0.00821677,-0,0.318701,0,-0.637613,0,-13.7366,0,-13.2208,0,-3.15957,0
0.08128,3.84964,0.499833,0,0.0129185,0,-0.0258448,0,0.999666,0,0.025842,0,1,0,-0.025842,0,0.999666,-0.00824709,0,0.319099,0,-0.638407,0,14.178,0,7.44171,0,3.27501,0,0.499833,0,0.0129186,0,1.54496,0,0.0258373,0,-0.999666,0,1,0,0.999666,0,0.0258373,-0.00824741,-0,0.319099,0,-0.638412,0,-13.7339,0,-13.2208,0,-3.15924,0
0.08138,3.85195,0.499832,0,0.0129504,0,-0.0259087,0,0.999664,0,0.0259058,0,1,0,-0.0259058,0,0.999664,-0.00827782,0,0.319498,0,-0.639205,0,14.1763,0,7.4414,0,3.27469,0,0.499832,0,0.0129506,0,1.54489,0,0.0259012,0,-0.999665,0,1,0,0.999665,0,0.0259012,-0.00827814,-0,0.319498,0,-0.63921,0,-13.7311,0,-13.2207,0,-3.15891,0
0.08148,3.85427,0.499831,0,0.0129824,0,-0.0259727,0,0.999663,0,0.0259698,0,1,0,-0.0259698,0,0.999663,-0.00830862,0,0.319896,0,-0.640004,0,14.1747,0,7.44108,0,3.27437,0,0.499831,0,0.0129825,0,1.54483,0,0.0259651,0,-0.999663,0,1,0,0.999663,0,0.0259651,-0.00830894,-0,0.319896,0,-0.640009,0,-13.7283,0,-13.2207,0,-3.15859,0
0.08158,3.8566,0.49983,0,0.0130144,0,-0.0260367,0,0.999661,0,0.0260338,0,1,0,-0.0260338,0,0.999661,-0.00833949,0,0.320295,0,-0.640802,0,14.173,0,7.44075,0,3.27404,0,0.499831,0,0.0130146,0,1.54476,0,0.0260291,0,-0.999661,0,1,0,0.999661,0,0.0260291,-0.00833982,-0,0.320295,0,-0.640807,0,-13.7254,0,-13.2207,0,-3.15825,0
